Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
2025,Regular Season,Yomiuri Giants,001,"<a href=""https://proeyekyuu.com/player/?PlayerID=31735155"">Kikuchi, Taiki</a>",P,7,0.000,0,0,0,0,,31735155
2025,Regular Season,Orix Buffaloes,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=31835132"">Honda, Keisuke</a>",P,9,1.000,3,0,0,0,,31835132
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,9,"<a href=""https://proeyekyuu.com/player/?PlayerID=31835133"">Yanagita, Yuki</a>",OF,5,1.000,7,0,0,0,,31835133
2025,Japan Series,Fukuoka Softbank Hawks,9,"<a href=""https://proeyekyuu.com/player/?PlayerID=31835133"">Yanagita, Yuki</a>",OF,5,1.000,11,0,0,0,,31835133
2025,Regular Season,Fukuoka Softbank Hawks,9,"<a href=""https://proeyekyuu.com/player/?PlayerID=31835133"">Yanagita, Yuki</a>",OF,9,1.000,12,0,0,0,,31835133
2025,Regular Season,Chunichi Dragons,55,"<a href=""https://proeyekyuu.com/player/?PlayerID=31835134"">Hosokawa, Seiya</a>",OF,103,0.989,181,2,2,0,,31835134
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,53,"<a href=""https://proeyekyuu.com/player/?PlayerID=31835138"">Mizutani, Shun</a>",OF,5,1.000,9,0,0,0,,31835138
2025,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,53,"<a href=""https://proeyekyuu.com/player/?PlayerID=31835138"">Mizutani, Shun</a>",OF,1,1.000,2,0,0,0,,31835138
2025,Regular Season,Hokkaido Nippon-Ham Fighters,53,"<a href=""https://proeyekyuu.com/player/?PlayerID=31835138"">Mizutani, Shun</a>",OF,74,0.992,125,4,1,1,,31835138
2025,Regular Season,Tohoku Rakuten Golden Eagles,21,"<a href=""https://proeyekyuu.com/player/?PlayerID=31835153"">Hayakawa, Takahisa</a>",P,12,0.800,2,2,1,0,,31835153
2025,Climax Series - First Stage,Yomiuri Giants,58,"<a href=""https://proeyekyuu.com/player/?PlayerID=31835157"">Funabasama, Hiromasa</a>",P,2,0.000,0,0,0,0,,31835157
2025,Regular Season,Yomiuri Giants,58,"<a href=""https://proeyekyuu.com/player/?PlayerID=31835157"">Funabasama, Hiromasa</a>",P,57,1.000,1,7,0,0,,31835157
2025,Regular Season,Chunichi Dragons,36,"<a href=""https://proeyekyuu.com/player/?PlayerID=31835159"">Fukuda, Konosuke</a>",P,1,0.000,0,0,0,0,,31835159
2025,Regular Season,Hiroshima Toyo Carp,43,"<a href=""https://proeyekyuu.com/player/?PlayerID=31935138"">Shimauchi, Sotaro</a>",P,60,0.889,1,7,1,0,,31935138
2025,Regular Season,Yokohama DeNA Baystars,63,"<a href=""https://proeyekyuu.com/player/?PlayerID=31935139"">Sekine, Taiki</a>",OF,8,1.000,10,0,0,0,,31935139
2025,Regular Season,Yokohama DeNA Baystars,18,"<a href=""https://proeyekyuu.com/player/?PlayerID=31935155"">Kozono, Kenta</a>",P,1,1.000,0,2,0,0,,31935155
2025,Regular Season,Chiba Lotte Marines,54,"<a href=""https://proeyekyuu.com/player/?PlayerID=33035150"">Voth, Austin</a>",P,22,1.000,5,10,0,0,,33035150
2025,Regular Season,Tohoku Rakuten Golden Eagles,89,"<a href=""https://proeyekyuu.com/player/?PlayerID=33035159"">Yajure, Miguel</a>",P,14,1.000,3,9,0,0,,33035159
2025,Regular Season,Yokohama DeNA Baystars,26,"<a href=""https://proeyekyuu.com/player/?PlayerID=33135134"">Mimori, Masaki</a>",1B,48,0.978,116,15,3,11,,33135134
2025,Regular Season,Yokohama DeNA Baystars,26,"<a href=""https://proeyekyuu.com/player/?PlayerID=33135134"">Mimori, Masaki</a>",2B,13,1.000,12,12,0,2,,33135134
2025,Regular Season,Yokohama DeNA Baystars,26,"<a href=""https://proeyekyuu.com/player/?PlayerID=33135134"">Mimori, Masaki</a>",3B,26,0.931,10,44,4,3,,33135134
2025,Regular Season,Yokohama DeNA Baystars,26,"<a href=""https://proeyekyuu.com/player/?PlayerID=33135134"">Mimori, Masaki</a>",OF,4,1.000,7,0,0,0,,33135134
2025,Regular Season,Orix Buffaloes,8,"<a href=""https://proeyekyuu.com/player/?PlayerID=33135150"">Mugitani, Yusuke</a>",OF,66,0.991,107,2,1,0,,33135150
2025,Regular Season,Yokohama DeNA Baystars,6,"<a href=""https://proeyekyuu.com/player/?PlayerID=33135151"">Mori, Keito</a>",SS,26,0.942,29,52,5,6,,33135151
2025,Regular Season,Yomiuri Giants,46,"<a href=""https://proeyekyuu.com/player/?PlayerID=33135159"">Mataki, Teppei</a>",P,5,1.000,0,3,0,0,,33135159
2025,Regular Season,Yokohama DeNA Baystars,98,"<a href=""https://proeyekyuu.com/player/?PlayerID=33235155"">Marcelino, Hansel</a>",P,2,0.000,0,0,0,0,,33235155
2025,Regular Season,Yokohama DeNA Baystars,96,"<a href=""https://proeyekyuu.com/player/?PlayerID=33235157"">Bauer, Trevor</a>",P,21,1.000,12,14,0,2,,33235157
2025,Regular Season,Yomiuri Giants,42,"<a href=""https://proeyekyuu.com/player/?PlayerID=33235159"">Hernandez, Elier</a>",OF,44,0.960,72,0,3,0,,33235159
2025,Climax Series - First Stage,Orix Buffaloes,21,"<a href=""https://proeyekyuu.com/player/?PlayerID=33335134"">Yamazaki, Soichiro</a>",P,1,0.000,0,0,0,0,,33335134
2025,Regular Season,Orix Buffaloes,21,"<a href=""https://proeyekyuu.com/player/?PlayerID=33335134"">Yamazaki, Soichiro</a>",P,28,1.000,0,2,0,0,,33335134
2025,Regular Season,Chiba Lotte Marines,63,"<a href=""https://proeyekyuu.com/player/?PlayerID=33335136"">Wada, Koshiro</a>",OF,11,1.000,10,0,0,0,,33335136
2025,Regular Season,Orix Buffaloes,50,"<a href=""https://proeyekyuu.com/player/?PlayerID=33335150"">Yamanaka, Ryoma</a>",1B,1,1.000,11,1,0,0,,33335150
2025,Regular Season,Orix Buffaloes,50,"<a href=""https://proeyekyuu.com/player/?PlayerID=33335150"">Yamanaka, Ryoma</a>",OF,14,1.000,29,0,0,0,,33335150
2025,Regular Season,Saitama Seibu Lions,30,"<a href=""https://proeyekyuu.com/player/?PlayerID=33335153"">Motoyama, Hiyu</a>",1B,7,1.000,11,1,0,0,,33335153
2025,Regular Season,Saitama Seibu Lions,30,"<a href=""https://proeyekyuu.com/player/?PlayerID=33335153"">Motoyama, Hiyu</a>",2B,37,0.993,55,91,1,19,,33335153
2025,Regular Season,Saitama Seibu Lions,30,"<a href=""https://proeyekyuu.com/player/?PlayerID=33335153"">Motoyama, Hiyu</a>",3B,2,0.000,0,0,0,0,,33335153
2025,Regular Season,Saitama Seibu Lions,30,"<a href=""https://proeyekyuu.com/player/?PlayerID=33335153"">Motoyama, Hiyu</a>",SS,2,0.000,0,0,0,0,,33335153
2025,Climax Series - First Stage,Orix Buffaloes,15,"<a href=""https://proeyekyuu.com/player/?PlayerID=33335155"">Mukunoki, Ren</a>",P,1,0.000,0,0,0,0,,33335155
2025,Regular Season,Orix Buffaloes,15,"<a href=""https://proeyekyuu.com/player/?PlayerID=33335155"">Mukunoki, Ren</a>",P,12,0.833,2,3,1,0,,33335155
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,63,"<a href=""https://proeyekyuu.com/player/?PlayerID=33435157"">Hernandez, Darwinzon</a>",P,2,0.000,0,0,0,0,,33435157
2025,Japan Series,Fukuoka Softbank Hawks,63,"<a href=""https://proeyekyuu.com/player/?PlayerID=33435157"">Hernandez, Darwinzon</a>",P,3,0.000,0,0,0,0,,33435157
2025,Regular Season,Fukuoka Softbank Hawks,63,"<a href=""https://proeyekyuu.com/player/?PlayerID=33435157"">Hernandez, Darwinzon</a>",P,42,1.000,0,3,0,0,,33435157
2025,Regular Season,Chiba Lotte Marines,61,"<a href=""https://proeyekyuu.com/player/?PlayerID=33535153"">Yamamoto, Daito</a>",OF,101,0.995,188,5,1,1,,33535153
2025,Regular Season,Yokohama DeNA Baystars,24,"<a href=""https://proeyekyuu.com/player/?PlayerID=33535157"">Yoshino, Teruki</a>",P,2,0.000,0,0,0,0,,33535157
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=33535159"">Watarai, Ryuki</a>",OF,1,1.000,1,0,0,0,,33535159
2025,Regular Season,Yokohama DeNA Baystars,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=33535159"">Watarai, Ryuki</a>",OF,71,0.992,118,2,1,0,,33535159
2025,Regular Season,Hiroshima Toyo Carp,42,"<a href=""https://proeyekyuu.com/player/?PlayerID=33735150"">Dominguez, Johan</a>",P,6,0.800,0,4,1,0,,33735150
2025,Regular Season,Hokkaido Nippon-Ham Fighters,45,"<a href=""https://proeyekyuu.com/player/?PlayerID=33735151"">VerHagen, Drew</a>",P,6,1.000,0,1,0,0,,33735151
2025,Regular Season,Hanshin Tigers,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=33735159"">Guerra, Javy</a>",P,6,0.000,0,0,0,0,,33735159
2025,Regular Season,Orix Buffaloes,29,"<a href=""https://proeyekyuu.com/player/?PlayerID=41045136"">Tajima, Daiki</a>",P,18,0.947,1,17,1,0,,41045136
2025,Regular Season,Yokohama DeNA Baystars,27,"<a href=""https://proeyekyuu.com/player/?PlayerID=41045137"">Fujinami, Shintaro</a>",P,6,1.000,6,5,0,0,,41045137
2025,Climax Series - First Stage,Yomiuri Giants,20,"<a href=""https://proeyekyuu.com/player/?PlayerID=41045138"">Togo, Shosei</a>",P,1,1.000,1,0,0,0,,41045138
2025,Regular Season,Yomiuri Giants,20,"<a href=""https://proeyekyuu.com/player/?PlayerID=41045138"">Togo, Shosei</a>",P,21,0.944,4,13,1,0,,41045138
2025,Regular Season,Yokohama DeNA Baystars,30,"<a href=""https://proeyekyuu.com/player/?PlayerID=41045150"">Shinogi, Kentaro</a>",P,3,1.000,1,0,0,0,,41045150
2025,Climax Series - Final Stage,Hanshin Tigers,8,"<a href=""https://proeyekyuu.com/player/?PlayerID=41045153"">Sato, Teruaki</a>",3B,3,0.923,4,8,1,0,,41045153
2025,Japan Series,Hanshin Tigers,8,"<a href=""https://proeyekyuu.com/player/?PlayerID=41045153"">Sato, Teruaki</a>",3B,5,1.000,1,8,0,1,,41045153
2025,Regular Season,Hanshin Tigers,8,"<a href=""https://proeyekyuu.com/player/?PlayerID=41045153"">Sato, Teruaki</a>",3B,111,0.977,91,160,6,15,,41045153
2025,Regular Season,Hanshin Tigers,8,"<a href=""https://proeyekyuu.com/player/?PlayerID=41045153"">Sato, Teruaki</a>",OF,27,1.000,47,0,0,0,,41045153
2025,Regular Season,Hiroshima Toyo Carp,22,"<a href=""https://proeyekyuu.com/player/?PlayerID=41045159"">Taka, Taichi</a>",P,8,0.889,2,6,1,0,,41045159
2025,Regular Season,Chiba Lotte Marines,43,"<a href=""https://proeyekyuu.com/player/?PlayerID=41145134"">Ishigaki, Masami</a>",1B,9,1.000,10,0,0,1,,41145134
2025,Regular Season,Chiba Lotte Marines,43,"<a href=""https://proeyekyuu.com/player/?PlayerID=41145134"">Ishigaki, Masami</a>",2B,3,1.000,0,3,0,0,,41145134
2025,Regular Season,Chiba Lotte Marines,43,"<a href=""https://proeyekyuu.com/player/?PlayerID=41145134"">Ishigaki, Masami</a>",3B,6,1.000,0,6,0,1,,41145134
2025,Regular Season,Chiba Lotte Marines,43,"<a href=""https://proeyekyuu.com/player/?PlayerID=41145134"">Ishigaki, Masami</a>",SS,5,1.000,0,4,0,0,,41145134
2025,Regular Season,Tohoku Rakuten Golden Eagles,39,"<a href=""https://proeyekyuu.com/player/?PlayerID=41145138"">Itoh, Yukiya</a>",1B,6,1.000,30,2,0,2,,41145138
2025,Regular Season,Tohoku Rakuten Golden Eagles,39,"<a href=""https://proeyekyuu.com/player/?PlayerID=41145138"">Itoh, Yukiya</a>",2B,1,0.000,0,0,0,0,,41145138
2025,Regular Season,Tohoku Rakuten Golden Eagles,39,"<a href=""https://proeyekyuu.com/player/?PlayerID=41145138"">Itoh, Yukiya</a>",3B,10,0.909,2,8,1,1,,41145138
2025,Regular Season,Tohoku Rakuten Golden Eagles,39,"<a href=""https://proeyekyuu.com/player/?PlayerID=41145138"">Itoh, Yukiya</a>",OF,25,1.000,39,0,0,0,,41145138
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,13,"<a href=""https://proeyekyuu.com/player/?PlayerID=41145151"">Ise, Hiromu</a>",P,1,1.000,0,1,0,0,,41145151
2025,Climax Series - First Stage,Yokohama DeNA Baystars,13,"<a href=""https://proeyekyuu.com/player/?PlayerID=41145151"">Ise, Hiromu</a>",P,2,0.000,0,0,0,0,,41145151
2025,Regular Season,Yokohama DeNA Baystars,13,"<a href=""https://proeyekyuu.com/player/?PlayerID=41145151"">Ise, Hiromu</a>",P,55,1.000,0,7,0,0,,41145151
2025,Climax Series - Final Stage,Hanshin Tigers,69,"<a href=""https://proeyekyuu.com/player/?PlayerID=41145153"">Ishii, Daichi</a>",P,3,0.000,0,0,0,0,,41145153
2025,Japan Series,Hanshin Tigers,69,"<a href=""https://proeyekyuu.com/player/?PlayerID=41145153"">Ishii, Daichi</a>",P,4,1.000,0,1,0,0,,41145153
2025,Regular Season,Hanshin Tigers,69,"<a href=""https://proeyekyuu.com/player/?PlayerID=41145153"">Ishii, Daichi</a>",P,53,0.857,0,6,1,0,,41145153
2025,Regular Season,Hanshin Tigers,40,"<a href=""https://proeyekyuu.com/player/?PlayerID=41145157"">Itsubo, Hinase</a>",OF,5,1.000,11,0,0,0,,41145157
2025,Regular Season,Tokyo Yakult Swallows,35,"<a href=""https://proeyekyuu.com/player/?PlayerID=41145159"">Ishihara, Yuki</a>",P,2,1.000,0,1,0,0,,41145159
2025,Regular Season,Saitama Seibu Lions,5,"<a href=""https://proeyekyuu.com/player/?PlayerID=41245130"">Tonosaki, Shuta</a>",3B,69,0.921,22,94,10,6,,41245130
2025,Regular Season,Saitama Seibu Lions,5,"<a href=""https://proeyekyuu.com/player/?PlayerID=41245130"">Tonosaki, Shuta</a>",OF,31,1.000,43,0,0,0,,41245130
2025,Regular Season,Yokohama DeNA Baystars,10,"<a href=""https://proeyekyuu.com/player/?PlayerID=41245132"">Tobashira, Yasutaka</a>",C,28,0.994,165,12,1,0,3,41245132
2025,Regular Season,Yokohama DeNA Baystars,17,"<a href=""https://proeyekyuu.com/player/?PlayerID=41245137"">Mishima, Kazuki</a>",P,6,1.000,0,1,0,0,,41245137
2025,Regular Season,Hokkaido Nippon-Ham Fighters,13,"<a href=""https://proeyekyuu.com/player/?PlayerID=41245138"">Nabatame, Tsubasa</a>",P,25,0.933,6,8,1,1,,41245138
2025,Regular Season,Hiroshima Toyo Carp,65,"<a href=""https://proeyekyuu.com/player/?PlayerID=41245151"">Tamamura, Shogo</a>",P,17,1.000,3,4,0,0,,41245151
2025,Climax Series - Final Stage,Hanshin Tigers,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=41245153"">Takatera, Nozomu</a>",OF,2,0.000,0,0,0,0,,41245153
2025,Japan Series,Hanshin Tigers,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=41245153"">Takatera, Nozomu</a>",OF,1,1.000,4,0,0,0,,41245153
2025,Regular Season,Hanshin Tigers,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=41245153"">Takatera, Nozomu</a>",2B,1,0.000,0,0,0,0,,41245153
2025,Regular Season,Hanshin Tigers,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=41245153"">Takatera, Nozomu</a>",3B,5,0.800,0,4,1,1,,41245153
2025,Regular Season,Hanshin Tigers,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=41245153"">Takatera, Nozomu</a>",OF,45,0.981,50,1,1,0,,41245153
2025,Regular Season,Hanshin Tigers,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=41245153"">Takatera, Nozomu</a>",SS,2,1.000,2,6,0,2,,41245153
2025,Regular Season,Chunichi Dragons,26,"<a href=""https://proeyekyuu.com/player/?PlayerID=41245157"">Nakachi, Reia</a>",P,1,0.000,0,0,0,0,,41245157
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,20,"<a href=""https://proeyekyuu.com/player/?PlayerID=41345132"">Uehara, Kenta</a>",P,4,0.000,0,0,0,0,,41345132
2025,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,20,"<a href=""https://proeyekyuu.com/player/?PlayerID=41345132"">Uehara, Kenta</a>",P,1,1.000,0,1,0,0,,41345132
2025,Regular Season,Hokkaido Nippon-Ham Fighters,20,"<a href=""https://proeyekyuu.com/player/?PlayerID=41345132"">Uehara, Kenta</a>",P,27,1.000,2,2,0,0,,41345132
2025,Japan Series,Hanshin Tigers,49,"<a href=""https://proeyekyuu.com/player/?PlayerID=41345136"">Ohtake, Koutaro</a>",P,1,1.000,3,0,0,0,,41345136
2025,Regular Season,Hanshin Tigers,49,"<a href=""https://proeyekyuu.com/player/?PlayerID=41345136"">Ohtake, Koutaro</a>",P,16,1.000,2,13,0,1,,41345136
2025,Regular Season,Tohoku Rakuten Golden Eagles,63,"<a href=""https://proeyekyuu.com/player/?PlayerID=41345153"">Irie, Daiki</a>",SS,3,1.000,6,10,0,3,,41345153
2025,Regular Season,Tohoku Rakuten Golden Eagles,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=41345159"">Ohuchi, Seiya</a>",P,2,1.000,0,1,0,0,,41345159
2025,Regular Season,Hokkaido Nippon-Ham Fighters,25,"<a href=""https://proeyekyuu.com/player/?PlayerID=41445116"">Miyanishi, Naoki</a>",P,31,0.667,2,0,1,0,,41445116
2025,Regular Season,Tohoku Rakuten Golden Eagles,62,"<a href=""https://proeyekyuu.com/player/?PlayerID=41445134"">Nishiguchi, Naoto</a>",P,52,1.000,1,3,0,0,,41445134
2025,Regular Season,Yomiuri Giants,36,"<a href=""https://proeyekyuu.com/player/?PlayerID=41445136"">Baba, Kosuke</a>",P,8,1.000,2,0,0,0,,41445136
2025,Climax Series - Final Stage,Hanshin Tigers,51,"<a href=""https://proeyekyuu.com/player/?PlayerID=41445153"">Nakano, Takumu</a>",2B,3,1.000,5,8,0,0,,41445153
2025,Japan Series,Hanshin Tigers,51,"<a href=""https://proeyekyuu.com/player/?PlayerID=41445153"">Nakano, Takumu</a>",2B,5,0.964,8,19,1,5,,41445153
2025,Regular Season,Hanshin Tigers,51,"<a href=""https://proeyekyuu.com/player/?PlayerID=41445153"">Nakano, Takumu</a>",2B,142,0.997,309,439,2,63,,41445153
2025,Regular Season,Chiba Lotte Marines,3,"<a href=""https://proeyekyuu.com/player/?PlayerID=41545114"">Kakunaka, Katsuya</a>",OF,8,1.000,11,0,0,0,,41545114
2025,Regular Season,Chunichi Dragons,49,"<a href=""https://proeyekyuu.com/player/?PlayerID=41545130"">Katoh, Takuma</a>",C,44,1.000,171,24,0,2,2,41545130
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,14,"<a href=""https://proeyekyuu.com/player/?PlayerID=41545132"">Katoh, Takayuki</a>",P,1,0.000,0,0,0,0,,41545132
2025,Regular Season,Hokkaido Nippon-Ham Fighters,14,"<a href=""https://proeyekyuu.com/player/?PlayerID=41545132"">Katoh, Takayuki</a>",P,20,1.000,8,18,0,0,,41545132
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,21,"<a href=""https://proeyekyuu.com/player/?PlayerID=41545136"">Kiyomiya, Kotaro</a>",1B,6,0.971,30,3,1,1,,41545136
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,21,"<a href=""https://proeyekyuu.com/player/?PlayerID=41545136"">Kiyomiya, Kotaro</a>",3B,2,1.000,0,3,0,0,,41545136
2025,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,21,"<a href=""https://proeyekyuu.com/player/?PlayerID=41545136"">Kiyomiya, Kotaro</a>",1B,2,1.000,20,0,0,1,,41545136
2025,Regular Season,Hokkaido Nippon-Ham Fighters,21,"<a href=""https://proeyekyuu.com/player/?PlayerID=41545136"">Kiyomiya, Kotaro</a>",1B,72,0.995,402,30,2,31,,41545136
2025,Regular Season,Hokkaido Nippon-Ham Fighters,21,"<a href=""https://proeyekyuu.com/player/?PlayerID=41545136"">Kiyomiya, Kotaro</a>",3B,91,0.947,75,140,12,10,,41545136
2025,Regular Season,Yokohama DeNA Baystars,28,"<a href=""https://proeyekyuu.com/player/?PlayerID=41545138"">Katsumata, Atsushi</a>",OF,2,1.000,5,0,0,0,,41545138
2025,Regular Season,Tokyo Yakult Swallows,44,"<a href=""https://proeyekyuu.com/player/?PlayerID=41545151"">Ohnishi, Hiroki</a>",P,50,1.000,1,8,0,1,,41545151
2025,Regular Season,Hiroshima Toyo Carp,12,"<a href=""https://proeyekyuu.com/player/?PlayerID=41545153"">Ohmichi, Haruki</a>",P,1,0.000,0,0,0,0,,41545153
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,68,"<a href=""https://proeyekyuu.com/player/?PlayerID=41545157"">Kimura, Hikaru</a>",P,2,1.000,1,0,0,0,,41545157
2025,Japan Series,Fukuoka Softbank Hawks,68,"<a href=""https://proeyekyuu.com/player/?PlayerID=41545157"">Kimura, Hikaru</a>",P,1,0.000,0,0,0,0,,41545157
2025,Regular Season,Fukuoka Softbank Hawks,68,"<a href=""https://proeyekyuu.com/player/?PlayerID=41545157"">Kimura, Hikaru</a>",P,13,1.000,2,2,0,1,,41545157
2025,Regular Season,Chunichi Dragons,34,"<a href=""https://proeyekyuu.com/player/?PlayerID=41645132"">Fuku, Hiroto</a>",P,17,0.833,1,4,1,0,,41645132
2025,Regular Season,Chiba Lotte Marines,7,"<a href=""https://proeyekyuu.com/player/?PlayerID=41645136"">Fujioka, Yudai</a>",2B,93,0.988,172,238,5,42,,41645136
2025,Climax Series - First Stage,Orix Buffaloes,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=41645139"">Wakatsuki, Kenya</a>",C,2,1.000,13,4,0,0,0,41645139
2025,Regular Season,Orix Buffaloes,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=41645139"">Wakatsuki, Kenya</a>",C,118,0.993,773,85,6,8,2,41645139
2025,Regular Season,Chiba Lotte Marines,30,"<a href=""https://proeyekyuu.com/player/?PlayerID=41645155"">Hirohata, Atsuya</a>",P,8,1.000,1,2,0,0,,41645155
2025,Climax Series - Final Stage,Hanshin Tigers,35,"<a href=""https://proeyekyuu.com/player/?PlayerID=41745134"">Saiki, Hiroto</a>",P,1,0.000,0,0,0,0,,41745134
2025,Japan Series,Hanshin Tigers,35,"<a href=""https://proeyekyuu.com/player/?PlayerID=41745134"">Saiki, Hiroto</a>",P,1,0.000,0,0,0,0,,41745134
2025,Regular Season,Hanshin Tigers,35,"<a href=""https://proeyekyuu.com/player/?PlayerID=41745134"">Saiki, Hiroto</a>",P,24,0.923,4,20,2,0,,41745134
2025,Regular Season,Fukuoka Softbank Hawks,3,"<a href=""https://proeyekyuu.com/player/?PlayerID=41745135"">Kondoh, Kensuke</a>",OF,27,1.000,51,1,0,0,,41745135
2025,Regular Season,Chiba Lotte Marines,36,"<a href=""https://proeyekyuu.com/player/?PlayerID=41745138"">Sakamoto, Koshiro</a>",P,8,1.000,0,2,0,0,,41745138
2025,Regular Season,Hanshin Tigers,54,"<a href=""https://proeyekyuu.com/player/?PlayerID=41745150"">Kinoshita, Rito</a>",P,11,1.000,1,1,0,0,,41745150
2025,Regular Season,Orix Buffaloes,94,"<a href=""https://proeyekyuu.com/player/?PlayerID=41745153"">Kawase, Kento</a>",P,23,0.800,0,4,1,1,,41745153
2025,Regular Season,Orix Buffaloes,35,"<a href=""https://proeyekyuu.com/player/?PlayerID=41745159"">Kotajima, Seiryu</a>",P,20,1.000,1,3,0,0,,41745159
2025,Regular Season,Yokohama DeNA Baystars,19,"<a href=""https://proeyekyuu.com/player/?PlayerID=41845130"">Yamasaki, Yasuaki</a>",P,17,1.000,1,2,0,0,,41845130
2025,Regular Season,Tohoku Rakuten Golden Eagles,6,"<a href=""https://proeyekyuu.com/player/?PlayerID=41845132"">Murabayashi, Itsuki</a>",2B,9,1.000,7,15,0,1,,41845132
2025,Regular Season,Tohoku Rakuten Golden Eagles,6,"<a href=""https://proeyekyuu.com/player/?PlayerID=41845132"">Murabayashi, Itsuki</a>",3B,104,0.965,55,139,7,8,,41845132
2025,Regular Season,Tohoku Rakuten Golden Eagles,6,"<a href=""https://proeyekyuu.com/player/?PlayerID=41845132"">Murabayashi, Itsuki</a>",SS,40,0.981,50,102,3,21,,41845132
2025,Regular Season,Tokyo Yakult Swallows,55,"<a href=""https://proeyekyuu.com/player/?PlayerID=41845136"">Murakami, Munetaka</a>",1B,8,1.000,22,0,0,0,,41845136
2025,Regular Season,Tokyo Yakult Swallows,55,"<a href=""https://proeyekyuu.com/player/?PlayerID=41845136"">Murakami, Munetaka</a>",3B,53,0.952,38,61,5,4,,41845136
