Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
2025,Regular Season,Tokyo Yakult Swallows,68,"<a href=""https://proeyekyuu.com/player/?PlayerID=43145153"">Maruyama, Shota</a>",P,8,1.000,1,1,0,0,,43145153
2025,Climax Series - Final Stage,Hanshin Tigers,1,"<a href=""https://proeyekyuu.com/player/?PlayerID=43145157"">Morishita, Shota</a>",OF,3,1.000,4,0,0,0,,43145157
2025,Japan Series,Hanshin Tigers,1,"<a href=""https://proeyekyuu.com/player/?PlayerID=43145157"">Morishita, Shota</a>",OF,5,1.000,9,0,0,0,,43145157
2025,Regular Season,Hanshin Tigers,1,"<a href=""https://proeyekyuu.com/player/?PlayerID=43145157"">Morishita, Shota</a>",OF,141,0.988,312,5,4,1,,43145157
2025,Regular Season,Fukuoka Softbank Hawks,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=43245159"">Downs, Jeter</a>",2B,10,0.977,21,22,1,5,,43245159
2025,Regular Season,Fukuoka Softbank Hawks,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=43245159"">Downs, Jeter</a>",3B,36,0.951,20,38,3,4,,43245159
2025,Climax Series - First Stage,Orix Buffaloes,11,"<a href=""https://proeyekyuu.com/player/?PlayerID=43345153"">Yamashita, Shunpeita</a>",P,1,1.000,0,2,0,0,,43345153
2025,Regular Season,Orix Buffaloes,11,"<a href=""https://proeyekyuu.com/player/?PlayerID=43345153"">Yamashita, Shunpeita</a>",P,4,1.000,1,2,0,1,,43345153
2025,Regular Season,Saitama Seibu Lions,36,"<a href=""https://proeyekyuu.com/player/?PlayerID=43345157"">Yamada, Haruto</a>",P,49,0.933,3,11,1,1,,43345157
2025,Regular Season,Yomiuri Giants,47,"<a href=""https://proeyekyuu.com/player/?PlayerID=43345159"">Morita, Shunya</a>",P,9,1.000,2,6,0,0,,43345159
2025,Regular Season,Tohoku Rakuten Golden Eagles,78,"<a href=""https://proeyekyuu.com/player/?PlayerID=43545155"">Yoshino, Soshi</a>",OF,5,1.000,6,0,0,0,,43545155
2025,Regular Season,Orix Buffaloes,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=43545159"">Espinoza, Anderson</a>",P,23,0.958,6,17,1,0,,43545159
2025,Regular Season,Hiroshima Toyo Carp,61,"<a href=""https://proeyekyuu.com/player/?PlayerID=43745150"">Fabian, Sandro</a>",OF,129,0.967,234,4,8,0,,43745150
2025,Climax Series - First Stage,Yokohama DeNA Baystars,42,"<a href=""https://proeyekyuu.com/player/?PlayerID=43745159"">Jackson, Andre</a>",P,1,0.000,0,0,0,0,,43745159
2025,Regular Season,Yokohama DeNA Baystars,42,"<a href=""https://proeyekyuu.com/player/?PlayerID=43745159"">Jackson, Andre</a>",P,25,0.972,10,25,1,3,,43745159
2025,Regular Season,Orix Buffaloes,36,"<a href=""https://proeyekyuu.com/player/?PlayerID=43945150"">Olivares, Edward</a>",OF,6,1.000,13,0,0,0,,43945150
2025,Regular Season,Orix Buffaloes,42,"<a href=""https://proeyekyuu.com/player/?PlayerID=43945159"">Machado, Andres</a>",P,58,0.889,4,4,1,0,,43945159
2025,Regular Season,Tokyo Yakult Swallows,47,"<a href=""https://proeyekyuu.com/player/?PlayerID=51055132"">Takahashi, Keiji</a>",P,8,1.000,2,4,0,0,,51055132
2025,Regular Season,Hanshin Tigers,46,"<a href=""https://proeyekyuu.com/player/?PlayerID=51055133"">Shimamoto, Hiroya</a>",P,16,1.000,0,3,0,0,,51055133
2025,Regular Season,Tohoku Rakuten Golden Eagles,14,"<a href=""https://proeyekyuu.com/player/?PlayerID=51055137"">Norimoto, Takahiro</a>",P,56,1.000,1,13,0,1,,51055137
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,64,"<a href=""https://proeyekyuu.com/player/?PlayerID=51055138"">Tamiya, Yua</a>",C,3,1.000,31,2,0,0,0,51055138
2025,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,64,"<a href=""https://proeyekyuu.com/player/?PlayerID=51055138"">Tamiya, Yua</a>",C,2,1.000,17,0,0,0,0,51055138
2025,Regular Season,Hokkaido Nippon-Ham Fighters,64,"<a href=""https://proeyekyuu.com/player/?PlayerID=51055138"">Tamiya, Yua</a>",C,73,0.996,468,39,2,3,4,51055138
2025,Regular Season,Hokkaido Nippon-Ham Fighters,64,"<a href=""https://proeyekyuu.com/player/?PlayerID=51055138"">Tamiya, Yua</a>",OF,5,1.000,6,0,0,0,,51055138
2025,Regular Season,Saitama Seibu Lions,38,"<a href=""https://proeyekyuu.com/player/?PlayerID=51055150"">Sato, Taiyo</a>",2B,8,0.971,12,21,1,4,,51055150
2025,Regular Season,Saitama Seibu Lions,38,"<a href=""https://proeyekyuu.com/player/?PlayerID=51055150"">Sato, Taiyo</a>",3B,1,0.000,0,0,0,0,,51055150
2025,Regular Season,Saitama Seibu Lions,38,"<a href=""https://proeyekyuu.com/player/?PlayerID=51055150"">Sato, Taiyo</a>",SS,2,1.000,2,1,0,1,,51055150
2025,Regular Season,Orix Buffaloes,93,"<a href=""https://proeyekyuu.com/player/?PlayerID=51055151"">Satoh, Kazuma</a>",P,3,0.500,0,1,1,1,,51055151
2025,Regular Season,Hanshin Tigers,39,"<a href=""https://proeyekyuu.com/player/?PlayerID=51055153"">Sakaeda, Yuki</a>",C,6,1.000,15,3,0,0,0,51055153
2025,Regular Season,Hiroshima Toyo Carp,52,"<a href=""https://proeyekyuu.com/player/?PlayerID=51055155"">Suekane, Shota</a>",OF,114,0.992,230,4,2,0,,51055155
2025,Regular Season,Tohoku Rakuten Golden Eagles,3,"<a href=""https://proeyekyuu.com/player/?PlayerID=51155118"">Asamura, Hideto</a>",1B,78,0.987,558,31,8,56,,51155118
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,17,"<a href=""https://proeyekyuu.com/player/?PlayerID=51155130"">Arihara, Kohei</a>",P,1,1.000,0,2,0,0,,51155130
2025,Japan Series,Fukuoka Softbank Hawks,17,"<a href=""https://proeyekyuu.com/player/?PlayerID=51155130"">Arihara, Kohei</a>",P,2,1.000,1,2,0,0,,51155130
2025,Regular Season,Fukuoka Softbank Hawks,17,"<a href=""https://proeyekyuu.com/player/?PlayerID=51155130"">Arihara, Kohei</a>",P,26,0.947,16,20,2,1,,51155130
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,11,"<a href=""https://proeyekyuu.com/player/?PlayerID=51155136"">Azuma, Katsuki</a>",P,1,1.000,1,1,0,0,,51155136
2025,Regular Season,Yokohama DeNA Baystars,11,"<a href=""https://proeyekyuu.com/player/?PlayerID=51155136"">Azuma, Katsuki</a>",P,24,0.974,9,28,1,2,,51155136
2025,Regular Season,Yokohama DeNA Baystars,57,"<a href=""https://proeyekyuu.com/player/?PlayerID=51155151"">Azuma, Junpei</a>",OF,2,1.000,5,2,0,0,,51155151
2025,Regular Season,Tokyo Yakult Swallows,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=51155153"">Akahane, Yoshihiro</a>",1B,5,1.000,8,0,0,0,,51155153
2025,Regular Season,Tokyo Yakult Swallows,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=51155153"">Akahane, Yoshihiro</a>",2B,37,0.991,43,67,1,10,,51155153
2025,Regular Season,Tokyo Yakult Swallows,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=51155153"">Akahane, Yoshihiro</a>",3B,30,0.979,17,29,1,6,,51155153
2025,Regular Season,Tokyo Yakult Swallows,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=51155153"">Akahane, Yoshihiro</a>",OF,49,1.000,58,0,0,0,,51155153
2025,Regular Season,Tokyo Yakult Swallows,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=51155153"">Akahane, Yoshihiro</a>",SS,9,0.929,6,7,1,1,,51155153
2025,Regular Season,Yomiuri Giants,31,"<a href=""https://proeyekyuu.com/player/?PlayerID=51155155"">Akahoshi, Yuji</a>",P,22,1.000,8,23,0,1,,51155155
2025,Regular Season,Saitama Seibu Lions,29,"<a href=""https://proeyekyuu.com/player/?PlayerID=51155157"">Aoyama, Minato</a>",P,2,1.000,0,1,0,0,,51155157
2025,Regular Season,Tokyo Yakult Swallows,27,"<a href=""https://proeyekyuu.com/player/?PlayerID=51255118"">Nakamura, Yuhei</a>",C,69,0.991,399,33,4,5,5,51255118
2025,Climax Series - First Stage,Orix Buffaloes,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=51255138"">Nakagawa, Keita</a>",OF,2,1.000,4,0,0,0,,51255138
2025,Regular Season,Orix Buffaloes,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=51255138"">Nakagawa, Keita</a>",OF,115,1.000,217,3,0,1,,51255138
2025,Regular Season,Saitama Seibu Lions,62,"<a href=""https://proeyekyuu.com/player/?PlayerID=51255155"">Takizawa, Natsuo</a>",2B,83,0.997,126,215,1,41,,51255155
2025,Regular Season,Saitama Seibu Lions,62,"<a href=""https://proeyekyuu.com/player/?PlayerID=51255155"">Takizawa, Natsuo</a>",3B,4,1.000,2,5,0,1,,51255155
2025,Regular Season,Saitama Seibu Lions,62,"<a href=""https://proeyekyuu.com/player/?PlayerID=51255155"">Takizawa, Natsuo</a>",SS,54,0.981,64,142,4,34,,51255155
2025,Regular Season,Hanshin Tigers,50,"<a href=""https://proeyekyuu.com/player/?PlayerID=51255157"">Tomida, Ren</a>",P,9,1.000,0,3,0,1,,51255157
2025,Regular Season,Saitama Seibu Lions,21,"<a href=""https://proeyekyuu.com/player/?PlayerID=51255159"">Takeuchi, Natsuki</a>",P,12,1.000,2,5,0,0,,51255159
2025,Regular Season,Chunichi Dragons,46,"<a href=""https://proeyekyuu.com/player/?PlayerID=51355134"">Umeno, Yugo</a>",P,26,1.000,1,3,0,0,,51355134
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,10,"<a href=""https://proeyekyuu.com/player/?PlayerID=51355135"">Uwasawa, Naoyuki</a>",P,1,0.000,0,0,0,0,,51355135
2025,Japan Series,Fukuoka Softbank Hawks,10,"<a href=""https://proeyekyuu.com/player/?PlayerID=51355135"">Uwasawa, Naoyuki</a>",P,1,1.000,0,1,0,1,,51355135
2025,Regular Season,Fukuoka Softbank Hawks,10,"<a href=""https://proeyekyuu.com/player/?PlayerID=51355135"">Uwasawa, Naoyuki</a>",P,23,0.839,14,12,5,1,,51355135
2025,Climax Series - Final Stage,Hanshin Tigers,14,"<a href=""https://proeyekyuu.com/player/?PlayerID=51355139"">Iwasada, Yuta</a>",P,1,0.000,0,0,0,0,,51355139
2025,Japan Series,Hanshin Tigers,14,"<a href=""https://proeyekyuu.com/player/?PlayerID=51355139"">Iwasada, Yuta</a>",P,1,0.000,0,0,0,0,,51355139
2025,Regular Season,Hanshin Tigers,14,"<a href=""https://proeyekyuu.com/player/?PlayerID=51355139"">Iwasada, Yuta</a>",P,29,1.000,2,3,0,0,,51355139
2025,Regular Season,Yomiuri Giants,97,"<a href=""https://proeyekyuu.com/player/?PlayerID=51355151"">Inoue, Haruto</a>",P,20,0.917,7,15,2,1,,51355151
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,17,"<a href=""https://proeyekyuu.com/player/?PlayerID=51355153"">Itoh, Hiromi</a>",P,1,1.000,1,2,0,0,,51355153
2025,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,17,"<a href=""https://proeyekyuu.com/player/?PlayerID=51355153"">Itoh, Hiromi</a>",P,1,0.000,0,0,0,0,,51355153
2025,Regular Season,Hokkaido Nippon-Ham Fighters,17,"<a href=""https://proeyekyuu.com/player/?PlayerID=51355153"">Itoh, Hiromi</a>",P,27,0.955,14,28,2,2,,51355153
2025,Regular Season,Tokyo Yakult Swallows,64,"<a href=""https://proeyekyuu.com/player/?PlayerID=51355155"">Iwata, Yukihiro</a>",OF,119,0.979,272,4,6,0,,51355155
2025,Regular Season,Hiroshima Toyo Carp,63,"<a href=""https://proeyekyuu.com/player/?PlayerID=51355157"">Uchida, Shodai</a>",1B,2,1.000,4,1,0,0,,51355157
2025,Regular Season,Hiroshima Toyo Carp,63,"<a href=""https://proeyekyuu.com/player/?PlayerID=51355157"">Uchida, Shodai</a>",SS,1,1.000,1,2,0,1,,51355157
2025,Regular Season,Fukuoka Softbank Hawks,27,"<a href=""https://proeyekyuu.com/player/?PlayerID=51355159"">Iwai, Shunsuke</a>",P,8,1.000,0,2,0,0,,51355159
2025,Regular Season,Chiba Lotte Marines,8,"<a href=""https://proeyekyuu.com/player/?PlayerID=51455130"">Nakamura, Shogo</a>",2B,2,1.000,5,1,0,1,,51455130
2025,Regular Season,Chiba Lotte Marines,8,"<a href=""https://proeyekyuu.com/player/?PlayerID=51455130"">Nakamura, Shogo</a>",3B,16,1.000,11,19,0,1,,51455130
2025,Regular Season,Saitama Seibu Lions,51,"<a href=""https://proeyekyuu.com/player/?PlayerID=51455136"">Nishikawa, Manaya</a>",OF,124,0.990,295,3,3,1,,51455136
2025,Regular Season,Yokohama DeNA Baystars,51,"<a href=""https://proeyekyuu.com/player/?PlayerID=51455137"">Miyazaki, Toshiro</a>",3B,87,0.956,38,134,8,10,,51455137
2025,Regular Season,Tokyo Yakult Swallows,7,"<a href=""https://proeyekyuu.com/player/?PlayerID=51455151"">Nagaoka, Hideki</a>",3B,1,1.000,0,1,0,0,,51455151
2025,Regular Season,Tokyo Yakult Swallows,7,"<a href=""https://proeyekyuu.com/player/?PlayerID=51455151"">Nagaoka, Hideki</a>",SS,65,0.988,92,159,3,24,,51455151
2025,Regular Season,Chunichi Dragons,45,"<a href=""https://proeyekyuu.com/player/?PlayerID=51455153"">Tsuchida, Ryuku</a>",SS,20,0.988,27,54,1,9,,51455153
2025,Climax Series - Final Stage,Hanshin Tigers,68,"<a href=""https://proeyekyuu.com/player/?PlayerID=51455155"">Nakagawa, Hayato</a>",OF,1,0.000,0,0,0,0,,51455155
2025,Regular Season,Hanshin Tigers,68,"<a href=""https://proeyekyuu.com/player/?PlayerID=51455155"">Nakagawa, Hayato</a>",OF,15,0.964,27,0,1,0,,51455155
2025,Regular Season,Chiba Lotte Marines,65,"<a href=""https://proeyekyuu.com/player/?PlayerID=51455159"">Terachi, Ryusei</a>",1B,1,1.000,3,0,0,0,,51455159
2025,Regular Season,Chiba Lotte Marines,65,"<a href=""https://proeyekyuu.com/player/?PlayerID=51455159"">Terachi, Ryusei</a>",C,77,0.993,512,65,4,3,4,51455159
2025,Regular Season,Chiba Lotte Marines,37,"<a href=""https://proeyekyuu.com/player/?PlayerID=51555130"">Ono, Fumiya</a>",P,47,0.714,4,1,2,0,,51555130
2025,Regular Season,Tokyo Yakult Swallows,48,"<a href=""https://proeyekyuu.com/player/?PlayerID=51555136"">Kanakubo, Yuto</a>",P,12,1.000,0,1,0,0,,51555136
2025,Regular Season,Saitama Seibu Lions,34,"<a href=""https://proeyekyuu.com/player/?PlayerID=51555138"">Kaino, Hiroshi</a>",P,47,1.000,4,7,0,0,,51555138
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,61,"<a href=""https://proeyekyuu.com/player/?PlayerID=51555151"">Ebina, Tatsuo</a>",OF,3,1.000,4,0,0,0,,51555151
2025,Climax Series - First Stage,Yokohama DeNA Baystars,61,"<a href=""https://proeyekyuu.com/player/?PlayerID=51555151"">Ebina, Tatsuo</a>",OF,2,1.000,5,0,0,0,,51555151
2025,Regular Season,Yokohama DeNA Baystars,61,"<a href=""https://proeyekyuu.com/player/?PlayerID=51555151"">Ebina, Tatsuo</a>",OF,107,0.987,147,6,2,1,,51555151
2025,Regular Season,Tohoku Rakuten Golden Eagles,69,"<a href=""https://proeyekyuu.com/player/?PlayerID=51555153"">Uchi, Seiryu</a>",P,25,1.000,5,5,0,1,,51555153
2025,Regular Season,Yokohama DeNA Baystars,58,"<a href=""https://proeyekyuu.com/player/?PlayerID=51555155"">Kajiwara, Kouki</a>",OF,54,0.989,92,0,1,0,,51555155
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,24,"<a href=""https://proeyekyuu.com/player/?PlayerID=51555157"">Kanemura, Shoma</a>",P,1,1.000,0,1,0,0,,51555157
2025,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,24,"<a href=""https://proeyekyuu.com/player/?PlayerID=51555157"">Kanemura, Shoma</a>",P,1,0.000,0,0,0,0,,51555157
2025,Regular Season,Hokkaido Nippon-Ham Fighters,24,"<a href=""https://proeyekyuu.com/player/?PlayerID=51555157"">Kanemura, Shoma</a>",P,28,1.000,8,15,0,1,,51555157
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,48,"<a href=""https://proeyekyuu.com/player/?PlayerID=51655130"">Fujii, Kouya</a>",P,1,0.000,0,0,0,0,,51655130
2025,Japan Series,Fukuoka Softbank Hawks,48,"<a href=""https://proeyekyuu.com/player/?PlayerID=51655130"">Fujii, Kouya</a>",P,4,0.000,0,0,0,0,,51655130
2025,Regular Season,Fukuoka Softbank Hawks,48,"<a href=""https://proeyekyuu.com/player/?PlayerID=51655130"">Fujii, Kouya</a>",P,51,1.000,0,5,0,0,,51655130
2025,Climax Series - First Stage,Yomiuri Giants,40,"<a href=""https://proeyekyuu.com/player/?PlayerID=51655153"">Nakayama, Raito</a>",OF,1,0.000,0,0,0,0,,51655153
2025,Regular Season,Yomiuri Giants,40,"<a href=""https://proeyekyuu.com/player/?PlayerID=51655153"">Nakayama, Raito</a>",1B,4,0.963,25,1,1,1,,51655153
2025,Regular Season,Yomiuri Giants,40,"<a href=""https://proeyekyuu.com/player/?PlayerID=51655153"">Nakayama, Raito</a>",2B,9,0.968,13,17,1,3,,51655153
2025,Regular Season,Yomiuri Giants,40,"<a href=""https://proeyekyuu.com/player/?PlayerID=51655153"">Nakayama, Raito</a>",3B,15,1.000,8,19,0,4,,51655153
2025,Regular Season,Yomiuri Giants,40,"<a href=""https://proeyekyuu.com/player/?PlayerID=51655153"">Nakayama, Raito</a>",OF,52,0.977,79,6,2,1,,51655153
2025,Regular Season,Saitama Seibu Lions,43,"<a href=""https://proeyekyuu.com/player/?PlayerID=51655155"">Hada, Shinnosuke</a>",P,24,1.000,0,3,0,0,,51655155
2025,Regular Season,Hiroshima Toyo Carp,39,"<a href=""https://proeyekyuu.com/player/?PlayerID=51655157"">Hasebe, Ginji</a>",P,5,0.000,0,0,0,0,,51655157
2025,Regular Season,Saitama Seibu Lions,54,"<a href=""https://proeyekyuu.com/player/?PlayerID=51755134"">Kuroki, Yuta</a>",P,29,1.000,1,4,0,0,,51755134
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,1,"<a href=""https://proeyekyuu.com/player/?PlayerID=51755135"">Kuwahara, Masayuki</a>",OF,3,1.000,3,0,0,0,,51755135
2025,Climax Series - First Stage,Yokohama DeNA Baystars,1,"<a href=""https://proeyekyuu.com/player/?PlayerID=51755135"">Kuwahara, Masayuki</a>",OF,2,1.000,3,0,0,0,,51755135
2025,Regular Season,Yokohama DeNA Baystars,1,"<a href=""https://proeyekyuu.com/player/?PlayerID=51755135"">Kuwahara, Masayuki</a>",OF,104,0.990,197,2,2,2,,51755135
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,15,"<a href=""https://proeyekyuu.com/player/?PlayerID=51755155"">Kitayama, Koki</a>",P,1,1.000,1,0,0,0,,51755155
2025,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,15,"<a href=""https://proeyekyuu.com/player/?PlayerID=51755155"">Kitayama, Koki</a>",P,1,0.000,0,0,0,0,,51755155
2025,Regular Season,Hokkaido Nippon-Ham Fighters,15,"<a href=""https://proeyekyuu.com/player/?PlayerID=51755155"">Kitayama, Koki</a>",P,22,0.950,7,12,1,0,,51755155
2025,Regular Season,Saitama Seibu Lions,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=51755157"">Kodama, Ryosuke</a>",2B,22,1.000,21,40,0,5,,51755157
2025,Regular Season,Saitama Seibu Lions,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=51755157"">Kodama, Ryosuke</a>",3B,36,1.000,7,9,0,2,,51755157
2025,Regular Season,Saitama Seibu Lions,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=51755157"">Kodama, Ryosuke</a>",SS,2,0.000,0,0,0,0,,51755157
2025,Climax Series - First Stage,Yomiuri Giants,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=51855132"">Masuda, Daiki</a>",3B,1,0.000,0,0,0,0,,51855132
2025,Regular Season,Yomiuri Giants,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=51855132"">Masuda, Daiki</a>",1B,1,0.000,0,0,0,0,,51855132
2025,Regular Season,Yomiuri Giants,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=51855132"">Masuda, Daiki</a>",2B,7,0.964,10,17,1,0,,51855132
2025,Regular Season,Yomiuri Giants,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=51855132"">Masuda, Daiki</a>",3B,10,1.000,2,4,0,1,,51855132
2025,Regular Season,Yomiuri Giants,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=51855132"">Masuda, Daiki</a>",OF,24,1.000,11,0,0,0,,51855132
2025,Regular Season,Yomiuri Giants,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=51855132"">Masuda, Daiki</a>",SS,2,1.000,0,1,0,0,,51855132
2025,Regular Season,Hokkaido Nippon-Ham Fighters,34,"<a href=""https://proeyekyuu.com/player/?PlayerID=51855134"">Hori, Mizuki</a>",P,2,1.000,0,1,0,0,,51855134
2025,Regular Season,Tokyo Yakult Swallows,32,"<a href=""https://proeyekyuu.com/player/?PlayerID=51855136"">Matsumoto, Naoki</a>",C,12,1.000,57,5,0,0,1,51855136
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,65,"<a href=""https://proeyekyuu.com/player/?PlayerID=51855138"">Miyagi, Daita</a>",P,1,0.000,0,0,0,0,,51855138
2025,Regular Season,Yokohama DeNA Baystars,65,"<a href=""https://proeyekyuu.com/player/?PlayerID=51855138"">Miyagi, Daita</a>",P,50,0.900,4,5,1,1,,51855138
2025,Regular Season,Saitama Seibu Lions,33,"<a href=""https://proeyekyuu.com/player/?PlayerID=51855157"">Furukawa, Yuudai</a>",OF,5,0.857,6,0,1,0,,51855157
2025,Regular Season,Yomiuri Giants,6,"<a href=""https://proeyekyuu.com/player/?PlayerID=51955114"">Sakamoto, Hayato</a>",3B,43,0.965,29,54,3,5,,51955114
2025,Regular Season,Tokyo Yakult Swallows,17,"<a href=""https://proeyekyuu.com/player/?PlayerID=51955138"">Shimizu, Noboru</a>",P,35,1.000,0,4,0,0,,51955138
2025,Regular Season,Saitama Seibu Lions,68,"<a href=""https://proeyekyuu.com/player/?PlayerID=51955151"">Kishi, Junichiro</a>",OF,9,1.000,11,0,0,0,,51955151
2025,Regular Season,Orix Buffaloes,38,"<a href=""https://proeyekyuu.com/player/?PlayerID=51955153"">Kita, Ryoto</a>",OF,33,1.000,55,1,0,0,,51955153
2025,Regular Season,Tohoku Rakuten Golden Eagles,73,"<a href=""https://proeyekyuu.com/player/?PlayerID=51955155"">Komori, Kohtaro</a>",OF,25,0.973,35,1,1,0,,51955155
2025,Regular Season,Tokyo Yakult Swallows,42,"<a href=""https://proeyekyuu.com/player/?PlayerID=51955157"">Sawai, Ren</a>",OF,20,0.966,28,0,1,0,,51955157
2025,Climax Series - First Stage,Yomiuri Giants,44,"<a href=""https://proeyekyuu.com/player/?PlayerID=51955159"">Sasaki, Shunsuke</a>",OF,1,1.000,1,0,0,0,,51955159
2025,Regular Season,Yomiuri Giants,44,"<a href=""https://proeyekyuu.com/player/?PlayerID=51955159"">Sasaki, Shunsuke</a>",OF,39,0.988,81,0,1,0,,51955159
2025,Regular Season,Saitama Seibu Lions,12,"<a href=""https://proeyekyuu.com/player/?PlayerID=53155138"">Watanabe, Yutaro</a>",P,23,1.000,11,13,0,1,,53155138
2025,Regular Season,Tohoku Rakuten Golden Eagles,1,"<a href=""https://proeyekyuu.com/player/?PlayerID=53155150"">Muneyama, Rui</a>",SS,116,0.975,166,311,12,60,,53155150
2025,Regular Season,Hiroshima Toyo Carp,18,"<a href=""https://proeyekyuu.com/player/?PlayerID=53155151"">Morishita, Masato</a>",P,22,1.000,5,30,0,4,,53155151
2025,Regular Season,Chiba Lotte Marines,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=53155155"">Matsukawa, Kou</a>",C,6,1.000,15,2,0,0,0,53155155
2025,Regular Season,Hanshin Tigers,30,"<a href=""https://proeyekyuu.com/player/?PlayerID=53355157"">Mombetsu, Keito</a>",P,12,1.000,0,5,0,0,,53355157
2025,Regular Season,Saitama Seibu Lions,45,"<a href=""https://proeyekyuu.com/player/?PlayerID=53555150"">Wingenter, Trey</a>",P,49,1.000,1,4,0,0,,53555150
2025,Climax Series - First Stage,Yomiuri Giants,59,"<a href=""https://proeyekyuu.com/player/?PlayerID=53555153"">Wakabayashi, Gakuto</a>",OF,2,1.000,2,0,0,0,,53555153
2025,Regular Season,Yomiuri Giants,59,"<a href=""https://proeyekyuu.com/player/?PlayerID=53555153"">Wakabayashi, Gakuto</a>",OF,76,0.989,87,2,1,0,,53555153
2025,Regular Season,Yomiuri Giants,011,"<a href=""https://proeyekyuu.com/player/?PlayerID=53555155"">Yamada, Ryusei</a>",P,2,0.000,0,0,0,0,,53555155
2025,Regular Season,Tokyo Yakult Swallows,21,"<a href=""https://proeyekyuu.com/player/?PlayerID=53555157"">Yoshimura, Kojiro</a>",P,22,0.917,5,17,2,1,,53555157
2025,Regular Season,Saitama Seibu Lions,26,"<a href=""https://proeyekyuu.com/player/?PlayerID=53755150"">Nevin, Tyler</a>",1B,121,0.995,1047,98,6,82,,53755150
2025,Regular Season,Tokyo Yakult Swallows,25,"<a href=""https://proeyekyuu.com/player/?PlayerID=53755153"">Santana, Domingo</a>",OF,48,0.986,72,1,1,0,,53755153
2025,Regular Season,Hiroshima Toyo Carp,95,"<a href=""https://proeyekyuu.com/player/?PlayerID=53955150"">Montero, Elehuris</a>",1B,100,0.991,749,59,7,55,,53955150
2025,Regular Season,Hanshin Tigers,31,"<a href=""https://proeyekyuu.com/player/?PlayerID=57955159"">Hayakawa, Daiki</a>",P,3,1.000,0,1,0,0,,57955159
2025,Regular Season,Chunichi Dragons,6,"<a href=""https://proeyekyuu.com/player/?PlayerID=61065116"">Nakata, Sho</a>",1B,18,1.000,140,12,0,15,,61065116
2025,Regular Season,Hanshin Tigers,94,"<a href=""https://proeyekyuu.com/player/?PlayerID=61065131"">Haraguchi, Fumihito</a>",1B,2,1.000,15,0,0,2,,61065131
2025,Regular Season,Hanshin Tigers,94,"<a href=""https://proeyekyuu.com/player/?PlayerID=61065131"">Haraguchi, Fumihito</a>",C,1,0.000,0,0,0,0,0,61065131
2025,Climax Series - First Stage,Yomiuri Giants,45,"<a href=""https://proeyekyuu.com/player/?PlayerID=61065136"">Tanaka, Eito</a>",P,2,0.000,0,0,0,0,,61065136
2025,Regular Season,Yomiuri Giants,45,"<a href=""https://proeyekyuu.com/player/?PlayerID=61065136"">Tanaka, Eito</a>",P,62,0.889,3,5,1,0,,61065136
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,23,"<a href=""https://proeyekyuu.com/player/?PlayerID=61065137"">Fushimi, Torai</a>",C,2,1.000,11,0,0,0,0,61065137
2025,Regular Season,Hokkaido Nippon-Ham Fighters,23,"<a href=""https://proeyekyuu.com/player/?PlayerID=61065137"">Fushimi, Torai</a>",C,62,1.000,366,23,0,1,0,61065137
2025,Regular Season,Orix Buffaloes,28,"<a href=""https://proeyekyuu.com/player/?PlayerID=61065138"">Tomiyama, Ryoga</a>",P,5,1.000,0,1,0,0,,61065138
